Rank,Youtube Channel,Subscribers,Video Views,Video Count,Category,Started
734,Wesley Safadão,"13,600,000","7,726,422,032",421,Music,2009
735,Crazy Frog,"13,600,000","7,399,861,178",37,Music,2009
736,infobells,"13,600,000","5,075,166,188",468,Education,2011
737,123 GO! Spanish,"13,600,000","4,871,205,567",420,People & Blogs,2019
738,MyMissAnand,"13,500,000","4,752,029,228",301,People & Blogs,2014
739,Atlantic Records,"13,500,000","11,999,986,364","1,492",Music,2006
740,dednahype,"13,500,000","13,757,629,009","1,210",Comedy,2020
741,ETV Jabardasth,"13,500,000","12,789,057,206","8,540",People & Blogs,2015
742,Sony LIV,"13,500,000","6,516,846,097","9,792",Entertainment,2014
743,FAPTV,"13,500,000","5,234,144,005",679,Comedy,2014
744,Lindsey Stirling,"13,500,000","3,659,466,058",197,Music,2007
745,The World Adventures हिन्दी,"13,500,000","2,129,901,800",935,People & Blogs,2016
746,JD Pantoja,"13,500,000","1,426,482,050",16,People & Blogs,2017
747,Netflix Jr.,"13,400,000","8,144,734,008","1,733",Education,2012
748,Поззи,"13,400,000","6,631,847,487","3,116",People & Blogs,2012
749,Rebecca Zamolo,"13,400,000","5,504,071,291",903,Comedy,2011
750,AzzyLand,"13,400,000","6,130,084,420","1,629",Gaming,2015
751,Desi Gamers,"13,400,000","2,030,227,951","1,315",Gaming,2015
752,H2ODelirious,"13,300,000","4,286,767,975","3,286",Gaming,2007
753,Crescendo com Luluca,"13,300,000","4,646,460,697","1,203",Entertainment,2015
754,T-Series Regional,"13,300,000","4,958,656,890","15,041",Entertainment,2011
755,Veritasium,"13,300,000","1,958,582,942",350,Education,2010
756,Conor Maynard,"13,300,000","2,665,397,983",284,Music,2006
757,jbalvinVEVO,"13,300,000","20,219,708,239",235,Music,2010
758,Saturday Night Live,"13,300,000","14,095,534,282","8,159",Entertainment,2013
759,The Q,"13,300,000","4,179,824,130",288,People & Blogs,2017
760,Kurt Hugo Schneider,"13,300,000","3,705,891,507",692,Entertainment,2007
761,Anaysa,"13,300,000","3,283,873,970",513,Howto & Style,2012
762,NishaMadhulika,"13,300,000","2,795,305,843","2,104",Howto & Style,2009
763,BBC,"13,200,000","9,296,738,948","14,156",Pets & Animals,2005
764,Zee Telugu,"13,200,000","9,265,994,462","104,189",Entertainment,2008
765,karameeshchannel,"13,200,000","8,883,292,835","2,178",Entertainment,2012
766,Meghan Trainor,"13,200,000","7,822,230,597",148,People & Blogs,2008
767,theRadBrad,"13,200,000","5,932,290,734","7,961",Gaming,2006
768,Jazzghost,"13,200,000","5,078,316,051","5,312",Gaming,2012
769,VexTrex,"13,100,000","7,736,404,007","3,500",Entertainment,2014
770,Brawl Stars,"13,100,000","1,944,961,599",155,Gaming,2017
771,Matt Steffanina,"13,100,000","3,140,352,689",523,Entertainment,2011
772,JOJO TV - Hindi Stories,"13,100,000","4,955,237,714","1,006",Education,2016
773,Typical Gamer,"13,100,000","4,072,134,308","4,069",Gaming,2008
774,أترو/Atro,"13,100,000","2,244,181,201","1,712",Gaming,2017
775,O Que Não Dizer Oficial,"13,100,000","1,723,601,563",574,Comedy,2015
776,Jamuna TV,"13,100,000","10,958,457,763","97,033",News & Politics,2017
777,Kids TV India Hindi Nursery Rhymes,"13,100,000","6,194,817,833","1,272",Shows,2014
778,The LaBrant Fam,"13,100,000","4,577,161,512",595,Comedy,2012
779,ATHLEAN-X™,"13,100,000","2,233,627,821","1,314",Howto & Style,2006
780,DALLMYD,"13,100,000","1,773,415,670",393,Sports,2011
781,Alex Gonzaga Official,"13,100,000","1,360,273,293",252,People & Blogs,2017
782,Come Play With Me,"13,100,000","15,474,314,657",386,Entertainment,2014
783,Lady Diana,"13,100,000","7,814,517,029","1,346",Entertainment,2016
784,sagar kalra (Shorts),"13,000,000","5,483,428,689",401,People & Blogs,2017
785,Think Music India,"13,000,000","9,958,947,026","4,452",Music,2009
786,Hacksmith Industries,"13,000,000","1,408,649,134",791,Science & Technology,2006
787,Matheus Yurley,"13,000,000","139,450,407",68,Entertainment,2015
788,CookingShooking Hindi,"13,000,000","1,684,387,848",393,People & Blogs,2017
789,Mythpat,"13,000,000","2,792,917,860",337,Entertainment,2018
790,Calon Sarjana,"13,000,000","10,664,585",29,Entertainment,2016
791,Everson Zoio,"13,000,000","1,004,312,062",594,Comedy,2009
792,Zee Bangla,"13,000,000","8,095,947,007","101,353",Entertainment,2008
793,RedeTV,"13,000,000","5,243,538,335","33,816",Entertainment,2011
794,twenty one pilots,"13,000,000","4,940,473,759",182,Music,2009
795,Ei Nerd,"13,000,000","3,398,836,213","5,651",Entertainment,2013
796,Goldmines Premiere,"13,000,000","1,781,566,597",653,Entertainment,2013
797,DJ Khaled,"12,900,000","6,405,935,489",59,Music,2018
798,Mrwhosetheboss,"12,900,000","2,522,365,187","1,488",Science & Technology,2011
799,Top Viral Talent,"12,900,000","3,847,800,217","1,865",Entertainment,2014
800,EnriqueIglesiasVEVO,"12,900,000","15,018,595,817",136,Music,2009
801,Colors Rishtey,"12,900,000","10,739,183,295","18,371",Entertainment,2013
802,RS 1313 SHORTS,"12,900,000","6,767,680,381","4,660",Entertainment,2020
803,Компот,"12,900,000","6,687,118,830","2,025",Gaming,2013
804,Lana Del Rey,"12,900,000","6,183,850,559",40,Music,2011
805,Awakening Music,"12,900,000","5,196,501,306",745,Music,2006
806,Hungria Hip Hop,"12,900,000","4,296,055,045",50,Music,2013
807,The Shiny Peanut,"12,900,000","2,840,870,688","2,337",Education,2016
808,DeGoBooM,"12,900,000","5,257,749,726","3,394",Gaming,2014
809,Peppa Pig em Português Brasil - Canal Oficial,"12,800,000","4,055,556,450","1,231",Film & Animation,2014
810,BeyoncéVEVO,"12,800,000","13,662,997,727",169,Music,2009
811,#Refúgio Mental,"12,800,000","2,659,524,359",819,Entertainment,2013
812,Trakin Tech,"12,800,000","2,024,906,006","3,450",Science & Technology,2011
813,Kabita's Kitchen,"12,800,000","2,516,352,711","1,329",Howto & Style,2014
814,BIBO와 장난감,"12,800,000","3,085,412,541",170,Entertainment,2016
815,7 Minutoz,"12,800,000","4,153,844,467",521,Music,2012
816,Knowledge Tv हिन्दी,"12,800,000","1,768,376,077","1,692",People & Blogs,2014
817,MrSuicideSheep,"12,800,000","6,857,230,232","3,338",Entertainment,2010
818,Ami Rodriguez,"12,800,000","2,081,891,117",377,Entertainment,2009
819,E-MasterSensei,"12,800,000","3,587,873,026","1,228",Gaming,2016
820,Geo News,"12,800,000","4,925,451,240","172,983",News & Politics,2007
821,GMA News,"12,800,000","11,220,255,933","342,802",News & Politics,2007
822,Codiscos,"12,800,000","10,763,457,454","7,174",Music,2007
823,Blockbuster Movies,"12,800,000","2,515,063,658",463,Entertainment,2016
824,TV9 Bharatvarsh,"12,800,000","8,736,936,076","233,127",People & Blogs,2018
825,The Dodo,"12,800,000","8,683,276,984","7,397",Pets & Animals,2014
826,Luli Pampín,"12,800,000","7,128,616,807",246,Music,2012
827,The Infographics Show,"12,800,000","4,872,169,397","3,817",Education,2011
828,Lokdhun Punjabi,"12,800,000","4,552,563,710","1,400",Music,2010
829,Sonotek Bhakti,"12,800,000","3,902,273,032","7,752",Entertainment,2010
830,Indore Physical Academy,"12,800,000","3,624,179,675","1,512",People & Blogs,2014
831,Wolfoo Channel,"12,800,000","3,384,474,222",623,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
832,Yudist Ardhana,"12,700,000","4,862,085,005","2,414",Entertainment,2016
833,RaptorGamer,"12,700,000","2,704,763,663","1,303",People & Blogs,2016
834,Kids Line♡キッズライン,"12,700,000","11,198,318,568","2,783",People & Blogs,2011
835,JesseAndMike,"12,700,000","9,481,436,539",656,Entertainment,2007
836,Влад и Никита,"12,700,000","7,751,585,555",449,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2018
837,Troom Troom India,"12,700,000","6,608,476,174","2,199",Howto & Style,2015
838,My Mate Nate,"12,700,000","3,008,638,341","1,107",Comedy,2014
839,gymvirtual,"12,700,000","2,430,526,081","1,500",Sports,2010
840,Davie504,"12,600,000","2,498,175,486",806,Entertainment,2011
841,NickiMinajAtVEVO,"12,600,000","8,617,068,421",98,Music,2010
842,Луномосик,"12,600,000","5,848,562,902",538,People & Blogs,2015
843,Blossom,"12,600,000","4,527,850,608",674,Howto & Style,2017
844,Adexe & Nau,"12,600,000","4,514,074,611",582,Music,2013
845,BanderitaX,"12,600,000","3,690,336,615","1,559",Gaming,2013
846,Technology Gyan,"12,600,000","1,031,637,100",969,Science & Technology,2015
847,Health Time,"12,600,000","992,361,227","1,687",Howto & Style,2016
848,Melon City Show - برنامج ولاية بطيخ,"12,600,000","5,692,761,946","1,715",Comedy,2016
849,WiederDude,"12,500,000","2,454,705,246",281,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2016
850,elliegoulding,"12,500,000","6,751,007,251",155,Music,2007
851,TKOR,"12,500,000","3,361,880,534","1,481",Education,2010
852,Vogue,"12,500,000","3,776,103,044","2,877",Entertainment,2008
853,Ja Mill,"12,500,000","1,302,818,088",567,People & Blogs,2016
854,Priyal Kukreja,"12,500,000","7,984,381,092",613,People & Blogs,2021
855,Little Baby Bum en Español,"12,500,000","6,850,021,546","1,316",Education,2014
856,Republic Bharat,"12,500,000","5,973,835,941","64,600",News & Politics,2019
857,Parafernalha,"12,500,000","4,582,763,542","1,721",Entertainment,2011
858,Talking Angela,"12,500,000","3,433,210,811",217,Entertainment,2014
859,CaseyNeistat,"12,500,000","3,107,426,903","1,089",People & Blogs,2010
860,Piuzinho,"12,500,000","1,054,626,166",478,Gaming,2015
861,SAAIHALILINTAR,"12,500,000","1,108,603,203",408,Entertainment,2012
862,Jass Records,"12,500,000","5,649,739,561","4,968",Music,2014
863,LOUD,"12,400,000","2,358,986,498","1,155",Gaming,2019
864,Koray Zeynep,"12,400,000","14,695,012,005","12,655",People & Blogs,2016
865,Heidi and Zidane HZHtube,"12,400,000","3,606,270,407",681,Entertainment,2015
866,DisneyChannelUK,"12,400,000","11,821,116,201","3,284",Music,2007
867,Rauw Alejandro,"12,400,000","10,418,976,938",141,Music,2014
868,Future,"12,400,000","9,328,021,218",59,Music,2011
869,Just For Laughs Gags,"12,400,000","7,886,065,029","7,278",Comedy,2007
870,Heroindori,"12,400,000","6,487,369,114",336,Comedy,2020
871,Duo Tiempo De Sol,"12,400,000","6,256,144,602",301,Music,2013
872,infobells - Kannada,"12,400,000","5,744,088,014",379,Education,2014
873,Troom Troom PT,"12,400,000","4,302,109,080","2,553",Howto & Style,2015
874,Gibby :),"12,400,000","2,814,118,004",216,People & Blogs,2014
875,People Vs Food,"12,400,000","1,050,713,750",479,Entertainment,2013
876,Wolfoo Family,"12,400,000","3,120,045,865",631,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
877,Eli Kids - Cartoons & Songs,"12,300,000","3,715,871,927",457,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2018
878,Migos ATL,"12,300,000","6,690,382,235",100,Music,2012
879,Acenix,"12,300,000","1,852,421,314",304,Gaming,2014
880,Más SKabeche,"12,300,000","2,955,450,684",697,Travel & Events,2015
881,SR Toys Collection,"12,300,000","4,018,076,796",984,Entertainment,2012
882,办公室小野 Ms Yeah,"12,300,000","3,888,668,815",400,People & Blogs,2017
883,웃웃TwinsFromRussia,"12,300,000","8,670,899,572","5,382",People & Blogs,2011
884,Akon,"12,300,000","5,780,108,081",43,Music,2005
885,Wave Music Bhakti,"12,300,000","5,030,056,103","19,534",Music,2011
886,NDTV,"12,300,000","4,803,479,418","138,620",Entertainment,2006
887,CHHOTU KI MASTI,"12,300,000","4,313,298,357",112,Comedy,2018
888,Its JoJo Siwa,"12,300,000","3,948,740,983",735,Entertainment,2015
889,MC Divertida,"12,200,000","4,748,565,465",353,Entertainment,2018
890,Troom Troom Indonesia,"12,200,000","5,186,482,167","1,688",People & Blogs,2019
891,jaanvi patel,"12,200,000","5,430,906,777",419,People & Blogs,2018
892,YoungBoy Never Broke Again,"12,200,000","12,118,657,768",590,Entertainment,2015
893,SEVENGERS,"12,200,000","8,396,773,331",714,Comedy,2018
894,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,"12,200,000","6,632,558,338","11,556",Gaming,2012
895,Ice Cream Rolls,"12,200,000","1,538,871,204","1,691",Entertainment,2011
896,colinfurze,"12,200,000","1,524,031,933",375,Entertainment,2006
897,Kylie Jenner,"12,200,000","777,504,993",153,People & Blogs,2015
898,Bela Bagunça,"12,200,000","2,821,237,136",987,People & Blogs,2015
899,deepesh zo,"12,100,000","5,655,945,454",392,People & Blogs,2021
900,Timba Vk,"12,100,000","2,686,843,858",919,Gaming,2012
901,THE BROWN SIBLINGS,"12,100,000","7,425,242,681",764,Entertainment,2016
902,Yair17,"12,100,000","1,305,860,534","1,030",Gaming,2014
903,penguinz0,"12,100,000","6,704,978,227","4,270",Gaming,2007
904,Avril Lavigne,"12,100,000","5,905,100,328",163,Music,2005
905,Heidi y Zidane,"12,100,000","5,772,331,296",531,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
906,Маша та Ведмідь,"12,100,000","5,223,502,987","1,082",Shows,2014
907,123 GO!,"12,100,000","4,528,828,203",457,People & Blogs,2019
908,Lulu99,"12,100,000","2,227,343,024",542,Entertainment,2015
909,Panda,"12,100,000","2,084,417,860","1,444",https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2018
910,Nat and Essie,"12,000,000","7,085,568,806","1,062",Film & Animation,2015
911,Planet Earth INDIA,"12,000,000","1,767,257,262",647,People & Blogs,2011
912,eltrece,"12,000,000","11,599,265,811","157,752",Entertainment,2014
913,NATTI NATASHA,"12,000,000","7,640,979,425",163,Music,2015
914,Mor Haryanvi,"12,000,000","6,012,566,606",408,Music,2015
915,Diana and Roma IND,"12,000,000","5,236,195,681",487,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
916,Quantum Tech HD,"12,000,000","4,421,255,437",490,Science & Technology,2015
917,Franco Escamilla,"12,000,000","3,792,018,934","2,275",Comedy,2007
918,Pastor Antônio Júnior,"12,000,000","1,880,211,143","4,096",People & Blogs,2013
919,TsMadaan,"12,000,000","1,370,529,687","1,753",Howto & Style,2008
920,Hero Movies 2023,"11,900,000","1,567,419,173",446,People & Blogs,2017
921,Topper Guild,"11,900,000","11,296,940,423",612,Comedy,2014
922,Willie Salim,"11,900,000","2,811,346,388",446,People & Blogs,2014
923,MBC مصر,"11,900,000","6,617,278,334","40,741",Entertainment,2012
924,First We Feast,"11,900,000","2,645,221,536",896,Howto & Style,2014
925,Rubius Z,"11,900,000","1,975,397,586",496,Comedy,2006
926,Black Eyed Peas,"11,900,000","10,134,616,933",71,Music,2007
927,Pari's Lifestyle,"11,900,000","7,271,047,228",401,People & Blogs,2018
928,CNCO,"11,900,000","7,059,676,669",187,Music,2015
929,AlArabiya العربية,"11,900,000","6,575,858,204","147,459",People & Blogs,2006
930,Luan Santana,"11,900,000","5,332,547,232",379,Music,2009
931,DANIEL EL TRAVIESO VIDEOS,"11,900,000","4,842,572,088",335,Comedy,2014
932,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,"11,900,000","4,185,234,779",331,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2013
933,Kluna Tik,"11,900,000","4,154,119,625",302,Entertainment,2014
934,Make Joke Of,"11,900,000","1,962,826,145",48,Comedy,2017
935,Lofi Girl,"11,900,000","1,476,334,365",372,Music,2015
936,GoldminesAction,"11,900,000","1,169,023,702",644,Film & Animation,2015
937,emma chamberlain,"11,900,000","1,572,887,708",287,Entertainment,2016
938,ChrisBrownVEVO,"11,900,000","13,190,990,325",297,Music,2009
939,Kashvi Adlakha,"11,900,000","10,392,111,852","1,310",Entertainment,2017
940,Jaiden Animations,"11,800,000","2,203,766,508",104,Film & Animation,2014
941,MORGENSHTERN,"11,800,000","2,262,532,486",160,Music,2013
942,Norman,"11,800,000","2,703,042,539",210,Comedy,2011
943,bharatzkitchen HINDI,"11,800,000","2,111,580,099",677,Howto & Style,2016
944,EU FICO LOKO,"11,800,000","1,188,130,067","1,605",Comedy,2010
945,CalvinHarrisVEVO,"11,800,000","13,952,879,752",174,Music,2009
946,Flowers Comedy,"11,800,000","10,538,459,750","10,287",Entertainment,2015
947,P!NK,"11,800,000","7,548,976,997",19,Music,2006
948,Wild 'N Out,"11,800,000","4,615,066,353","1,357",Entertainment,2006
949,Koo Koo TV - Hindi,"11,800,000","4,366,561,548","1,033",Education,2017
950,LipaoGamer,"11,800,000","4,011,244,826","11,248",Gaming,2011
951,MrGear,"11,800,000","3,263,435,380",840,Science & Technology,2015
952,TWO SIDE GAMERS,"11,800,000","2,064,926,551","1,873",Music,2018
953,TommyInnit,"11,800,000","1,680,228,521",305,Gaming,2015
954,Naz | ناز,"11,800,000","2,013,778,695",917,People & Blogs,2016
955,FrontaL Gaming,"11,800,000","268,739,666",157,Gaming,2015
956,Halsey,"11,700,000","4,654,677,099",52,Music,2014
957,Kendrick Lamar,"11,700,000","5,254,014,931",22,People & Blogs,2018
958,Lil Wayne,"11,700,000","5,741,869,232",263,Music,2013
959,الجانب المُشرق | Bright Side Arabic,"11,700,000","1,686,312,058","5,338",Howto & Style,2018
960,Garena Free Fire LATAM,"11,700,000","1,659,725,078","1,670",People & Blogs,2018
961,POCOYÓ en ESPAÑOL - Canal Oficial,"11,700,000","8,759,719,169","1,630",Film & Animation,2007
962,Chetan Monga Vlogs,"11,700,000","8,253,741,205",798,People & Blogs,2014
963,elcarteldesantatv,"11,700,000","6,698,448,077",344,Music,2008
964,BBC Earth,"11,700,000","4,212,409,776","2,338",Pets & Animals,2009
965,SBT,"11,700,000","3,455,406,720","25,943",Comedy,2008
966,Tfue,"11,700,000","1,488,520,716",833,Gaming,2014
967,Yoga With Adriene,"11,700,000","1,267,465,262",674,Howto & Style,2012
968,Dani Russo Tv,"11,700,000","611,866,406",277,Comedy,2014
969,Free Fire India Official,"11,700,000","1,486,885,351","1,268",People & Blogs,2018
970,Noman Official,"11,600,000","4,775,297,096",439,Comedy,2019
971,BIBO и Игрушки,"11,600,000","1,046,651,653",169,Entertainment,2019
972,Machinima,"11,600,000",0,0,Film & Animation,2006
973,Mundo Bita,"11,600,000","15,080,936,964",195,Music,2011
974,Salman Noman,"11,600,000","8,002,520,517",548,Entertainment,2013
975,Single Track Studio,"11,600,000","4,692,757,292","1,726",Entertainment,2010
976,Stray Kids,"11,600,000","2,599,025,008",709,People & Blogs,2017
977,Gustavo Paródias,"11,600,000","2,187,032,139",690,Comedy,2014
978,CrazyRussianHacker,"11,600,000","3,208,363,861","2,187",Science & Technology,2012
979,Biper y sus Amigos,"11,600,000","5,200,224,730",148,Music,2012
980,CarryisLive,"11,600,000","1,449,647,680",947,Gaming,2017
981,Airrack,"11,500,000","1,542,774,923",159,Entertainment,2015
982,Vy Qwaint,"11,500,000","5,652,341,273",559,Howto & Style,2014
983,Toys Make Me Smile,"11,500,000","4,830,020,688",102,Entertainment,2015
984,ZutiGang,"11,500,000","12,712,546,262","1,075",People & Blogs,2021
985,Flamingo,"11,500,000","9,569,061,994","2,324",Gaming,2017
986,Brancoala,"11,500,000","8,465,443,935","1,768",Entertainment,2008
987,Annoying Orange,"11,500,000","8,058,549,344","1,948",Shows,2010
988,Zee Kids,"11,500,000","7,017,537,235","1,015",Film & Animation,2012
989,ARY News,"11,500,000","5,765,943,823","67,453",News & Politics,2013
990,Star Casablanca | نجوم الدار البيضاء,"11,500,000","5,338,043,398","1,030",Music,2015
991,Maymo,"11,500,000","5,050,463,518",512,Pets & Animals,2006
992,설기양SULGI,"11,500,000","2,971,992,503",597,People & Blogs,2012
993,The Film Theorists,"11,500,000","2,415,688,324",382,Film & Animation,2014
994,ToysPlay,"11,500,000","7,254,635,746",431,Entertainment,2015
995,Morgz,"11,500,000","2,780,058,418",775,Gaming,2014
996,XO TEAM,"11,500,000","11,471,384,709","2,679",People & Blogs,2021
997,Nirahua Music World,"11,500,000","5,997,717,755",788,Music,2014
998,YtCrash,"11,400,000","3,825,084",1,Education,2015
999,Painzeiro,"11,400,000","2,143,444,281",946,People & Blogs,2015
1000,Oum Walid,"11,400,000","2,480,064,722","1,598",People & Blogs,2015
